2026-02-11T14:16:15: ▲ Next.js 16.1.6 (Turbopack)
2026-02-11T14:16:15: - Local:         http://localhost:3000
2026-02-11T14:16:15: - Network:       http://192.168.0.129:3000
2026-02-11T14:16:15: 
2026-02-11T14:16:15: ✓ Starting...
2026-02-11T14:16:15: ✅ Crash report instrumentation registered
2026-02-11T14:16:15: ✓ Ready in 939ms
2026-02-11T14:16:44:  GET / 200 in 1074ms (compile: 884ms, render: 190ms)
2026-02-11T14:25:16:  POST /api/claude-chat/messages 200 in 17ms (compile: 10ms, render: 7ms)
2026-02-11T14:25:16:  POST /api/claude-chat/history 200 in 31ms (compile: 5ms, render: 26ms)
2026-02-11T14:25:16:  POST /api/claude-chat/history 200 in 29ms (compile: 11ms, render: 18ms)
2026-02-11T14:25:25:  GET /api/dev-server 200 in 721ms (compile: 5ms, render: 716ms)
2026-02-11T14:25:30:  POST /api/claude-chat 200 in 13.6s (compile: 7ms, render: 13.6s)
2026-02-11T14:25:30:  POST /api/claude-chat/messages 200 in 11ms (compile: 9ms, render: 2ms)
2026-02-11T14:25:30:  POST /api/claude-chat/history 200 in 12ms (compile: 5ms, render: 8ms)
2026-02-11T14:25:35:  POST /api/claude-chat/messages 200 in 11ms (compile: 9ms, render: 3ms)
2026-02-11T14:25:35:  POST /api/claude-chat/history 200 in 13ms (compile: 4ms, render: 8ms)
2026-02-11T14:25:36:  GET /api/dev-server 200 in 801ms (compile: 7ms, render: 795ms)
2026-02-11T14:25:45:  GET /api/claude-usage 200 in 378ms (compile: 14ms, render: 363ms)
2026-02-11T14:25:46:  GET /api/dev-server 200 in 763ms (compile: 7ms, render: 756ms)
2026-02-11T14:25:55:  GET /api/dev-server 200 in 723ms (compile: 8ms, render: 715ms)
2026-02-11T14:26:05:  GET /api/dev-server 200 in 726ms (compile: 7ms, render: 719ms)
2026-02-11T14:26:15:  GET /api/dev-server 200 in 714ms (compile: 7ms, render: 708ms)
2026-02-11T14:26:25:  GET /api/dev-server 200 in 719ms (compile: 8ms, render: 711ms)
2026-02-11T14:26:35:  GET /api/dev-server 200 in 728ms (compile: 8ms, render: 720ms)
2026-02-11T14:26:45:  GET /api/claude-usage 200 in 532ms (compile: 12ms, render: 520ms)
2026-02-11T14:26:46:  GET /api/dev-server 200 in 757ms (compile: 6ms, render: 751ms)
2026-02-11T14:26:55:  GET /api/dev-server 200 in 723ms (compile: 9ms, render: 714ms)
2026-02-11T14:27:06:  GET /api/dev-server 200 in 808ms (compile: 8ms, render: 801ms)
2026-02-11T14:27:15:  GET /api/dev-server 200 in 738ms (compile: 9ms, render: 729ms)
2026-02-11T14:27:21:  GET /api/claude-chat/history?projectId=brickverse-web 200 in 8ms (compile: 5ms, render: 4ms)
2026-02-11T14:27:21:  GET /api/claude-chat/history?projectId=brickverse-web 200 in 16ms (compile: 7ms, render: 9ms)
2026-02-11T14:27:21:  GET /api/claude-chat/skills?projectId=brickverse-web 200 in 25ms (compile: 13ms, render: 12ms)
2026-02-11T14:27:21:  GET /api/claude-chat/skills?projectId=brickverse-web 200 in 10ms (compile: 4ms, render: 6ms)
2026-02-11T14:27:26:  GET /api/dev-server 200 in 851ms (compile: 4ms, render: 847ms)
2026-02-11T14:27:36:  GET /api/dev-server 200 in 877ms (compile: 6ms, render: 871ms)
2026-02-11T14:27:46:  GET /api/dev-server 200 in 822ms (compile: 12ms, render: 810ms)
2026-02-11T14:27:46:  GET /api/claude-usage 200 in 957ms (compile: 19ms, render: 938ms)
2026-02-11T14:27:55:  POST /api/claude-chat/upload 200 in 47ms (compile: 36ms, render: 11ms)
2026-02-11T14:27:55:  POST /api/claude-chat/history 200 in 12ms (compile: 5ms, render: 7ms)
2026-02-11T14:27:56:  GET /api/dev-server 200 in 928ms (compile: 6ms, render: 923ms)
2026-02-11T14:28:06:  GET /api/dev-server 200 in 797ms (compile: 4ms, render: 793ms)
2026-02-11T14:28:11:  PATCH /api/projects 200 in 70ms (compile: 64ms, render: 7ms)
2026-02-11T14:28:11:  GET / 200 in 55ms (compile: 6ms, render: 49ms)
2026-02-11T14:28:12:  PATCH /api/projects 200 in 12ms (compile: 6ms, render: 6ms)
2026-02-11T14:28:12:  GET / 200 in 28ms (compile: 5ms, render: 23ms)
2026-02-11T14:28:15:  GET /api/dev-server 200 in 726ms (compile: 7ms, render: 720ms)
2026-02-11T14:28:16:  GET /post/post-009 404 in 392ms (compile: 366ms, render: 26ms)
2026-02-11T14:28:17:  PATCH /api/projects 200 in 15ms (compile: 6ms, render: 9ms)
2026-02-11T14:28:17:  GET / 200 in 30ms (compile: 6ms, render: 24ms)
2026-02-11T14:28:25:  POST /api/claude-chat 200 in 29.1s (compile: 15ms, render: 29.1s)
2026-02-11T14:28:25:  POST /api/claude-chat/messages 200 in 23ms (compile: 11ms, render: 12ms)
2026-02-11T14:28:25:  POST /api/claude-chat/messages 200 in 11ms (compile: 8ms, render: 3ms)
2026-02-11T14:28:25:  POST /api/claude-chat/history 200 in 25ms (compile: 5ms, render: 20ms)
2026-02-11T14:28:25:  POST /api/claude-chat/history 200 in 24ms (compile: 16ms, render: 8ms)
2026-02-11T14:28:25:  GET /api/dev-server 200 in 667ms (compile: 5ms, render: 662ms)
2026-02-11T14:28:35:  GET /api/dev-server 200 in 756ms (compile: 8ms, render: 748ms)
2026-02-11T14:28:38:  GET / 200 in 41ms (compile: 5ms, render: 35ms)
2026-02-11T14:28:45:  GET /api/claude-usage 200 in 367ms (compile: 19ms, render: 347ms)
2026-02-11T14:28:46:  GET /api/dev-server 200 in 841ms (compile: 14ms, render: 827ms)
2026-02-11T14:28:53:  POST /api/claude-chat 200 in 17.7s (compile: 4ms, render: 17.7s)
2026-02-11T14:28:53:  POST /api/claude-chat/messages 200 in 33ms (compile: 14ms, render: 19ms)
2026-02-11T14:28:53:  POST /api/claude-chat/messages 200 in 20ms (compile: 14ms, render: 6ms)
2026-02-11T14:28:53:  POST /api/claude-chat/history 200 in 40ms (compile: 9ms, render: 30ms)
2026-02-11T14:28:53:  POST /api/claude-chat/history 200 in 30ms (compile: 8ms, render: 22ms)
2026-02-11T14:28:55:  GET /api/dev-server 200 in 691ms (compile: 7ms, render: 683ms)
2026-02-11T14:28:58:  GET / 200 in 36ms (compile: 5ms, render: 31ms)
2026-02-11T14:29:05:  GET /api/dev-server 200 in 683ms (compile: 5ms, render: 679ms)
2026-02-11T14:29:09:  GET / 200 in 36ms (compile: 5ms, render: 31ms)
2026-02-11T14:29:15:  GET /api/dev-server 200 in 678ms (compile: 6ms, render: 672ms)
2026-02-11T14:29:25:  GET /api/dev-server 200 in 709ms (compile: 7ms, render: 702ms)
2026-02-11T14:29:35:  GET /api/dev-server 200 in 699ms (compile: 9ms, render: 690ms)
2026-02-11T14:29:40:  POST /api/claude-chat 200 in 4.1min (compile: 4ms, render: 4.1min)
2026-02-11T14:29:40:  POST /api/claude-chat/messages 200 in 37ms (compile: 17ms, render: 20ms)
2026-02-11T14:29:40:  POST /api/claude-chat/history 200 in 47ms (compile: 22ms, render: 25ms)
2026-02-11T14:29:40:  POST /api/claude-chat/history 200 in 50ms (compile: 12ms, render: 38ms)
2026-02-11T14:29:40:  POST /api/claude-chat/messages 200 in 24ms (compile: 4ms, render: 20ms)
2026-02-11T14:29:40: ✓ Compiled in 65ms
2026-02-11T14:29:45:  GET /api/claude-usage 200 in 503ms (compile: 16ms, render: 487ms)
2026-02-11T14:29:46:  GET /api/dev-server 200 in 1071ms (compile: 8ms, render: 1063ms)
2026-02-11T14:29:55:  GET /api/dev-server 200 in 736ms (compile: 13ms, render: 724ms)
2026-02-11T14:30:03:  POST /api/claude-chat 200 in 23.0s (compile: 6ms, render: 23.0s)
2026-02-11T14:30:03:  POST /api/claude-chat/messages 200 in 7ms (compile: 4ms, render: 3ms)
2026-02-11T14:30:03:  POST /api/claude-chat/history 200 in 17ms (compile: 7ms, render: 10ms)
2026-02-11T14:30:05:  GET /api/dev-server 200 in 664ms (compile: 4ms, render: 660ms)
2026-02-11T14:30:06:  POST /api/claude-chat 200 in 58s (compile: 5ms, render: 58s)
2026-02-11T14:30:06:  POST /api/claude-chat/messages 200 in 21ms (compile: 12ms, render: 9ms)
2026-02-11T14:30:06:  POST /api/claude-chat/history 200 in 27ms (compile: 6ms, render: 21ms)
2026-02-11T14:30:06:  POST /api/claude-chat/messages 200 in 12ms (compile: 9ms, render: 3ms)
2026-02-11T14:30:06:  POST /api/claude-chat/history 200 in 13ms (compile: 4ms, render: 9ms)
2026-02-11T14:30:15:  GET /api/dev-server 200 in 645ms (compile: 5ms, render: 640ms)
2026-02-11T14:30:25:  GET /api/dev-server 200 in 655ms (compile: 11ms, render: 644ms)
2026-02-11T14:30:35:  GET /api/dev-server 200 in 670ms (compile: 5ms, render: 665ms)
2026-02-11T14:30:45:  GET /api/claude-usage 200 in 436ms (compile: 15ms, render: 421ms)
2026-02-11T14:30:45:  GET /api/dev-server 200 in 699ms (compile: 7ms, render: 692ms)
2026-02-11T14:30:55:  GET /api/dev-server 200 in 650ms (compile: 7ms, render: 642ms)
2026-02-11T14:31:02:  POST /api/claude-chat/history 200 in 19ms (compile: 6ms, render: 14ms)
2026-02-11T14:31:02:  POST /api/claude-chat/messages 200 in 10ms (compile: 4ms, render: 6ms)
2026-02-11T14:31:05:  GET /api/dev-server 200 in 736ms (compile: 7ms, render: 729ms)
2026-02-11T14:31:15:  GET /api/dev-server 200 in 655ms (compile: 9ms, render: 646ms)
2026-02-11T14:31:25:  GET /api/dev-server 200 in 664ms (compile: 6ms, render: 658ms)
2026-02-11T14:31:35:  GET /api/dev-server 200 in 666ms (compile: 8ms, render: 658ms)
2026-02-11T14:31:39:  POST /api/claude-chat 200 in 34.0s (compile: 5ms, render: 34.0s)
2026-02-11T14:31:39:  POST /api/claude-chat/messages 200 in 24ms (compile: 11ms, render: 13ms)
2026-02-11T14:31:39:  POST /api/claude-chat/messages 200 in 12ms (compile: 8ms, render: 4ms)
2026-02-11T14:31:39:  POST /api/claude-chat/history 200 in 27ms (compile: 6ms, render: 21ms)
2026-02-11T14:31:39:  POST /api/claude-chat/history 200 in 19ms (compile: 10ms, render: 9ms)
2026-02-11T14:31:45:  GET /api/claude-usage 200 in 565ms (compile: 21ms, render: 544ms)
2026-02-11T14:31:45:  GET /api/dev-server 200 in 685ms (compile: 10ms, render: 675ms)
2026-02-11T14:31:55:  GET /api/dev-server 200 in 661ms (compile: 6ms, render: 655ms)
2026-02-11T14:32:05:  GET /api/dev-server 200 in 668ms (compile: 8ms, render: 660ms)
2026-02-11T14:32:15:  GET /api/dev-server 200 in 664ms (compile: 6ms, render: 658ms)
2026-02-11T14:32:25:  GET /api/dev-server 200 in 656ms (compile: 7ms, render: 649ms)
2026-02-11T14:32:35:  GET /api/dev-server 200 in 670ms (compile: 8ms, render: 662ms)
2026-02-11T14:32:45:  GET /api/claude-usage 200 in 445ms (compile: 19ms, render: 426ms)
2026-02-11T14:32:45:  GET /api/dev-server 200 in 744ms (compile: 11ms, render: 733ms)
2026-02-11T14:32:55:  GET /api/dev-server 200 in 660ms (compile: 9ms, render: 650ms)
2026-02-11T14:33:05:  GET /api/dev-server 200 in 673ms (compile: 9ms, render: 665ms)
2026-02-11T14:33:15:  GET /api/dev-server 200 in 670ms (compile: 9ms, render: 661ms)
2026-02-11T14:33:19:  POST /api/claude-chat/messages 200 in 32ms (compile: 19ms, render: 12ms)
2026-02-11T14:33:19:  POST /api/claude-chat/history 200 in 35ms (compile: 14ms, render: 21ms)
2026-02-11T14:33:19:  POST /api/claude-chat/messages 200 in 14ms (compile: 7ms, render: 6ms)
2026-02-11T14:33:19:  POST /api/claude-chat/history 200 in 20ms (compile: 9ms, render: 11ms)
2026-02-11T14:33:19:  POST /api/claude-chat 200 in 33.8s (compile: 5ms, render: 33.8s)
2026-02-11T14:33:25:  GET /api/dev-server 200 in 669ms (compile: 7ms, render: 661ms)
2026-02-11T14:33:35:  GET /api/dev-server 200 in 672ms (compile: 10ms, render: 662ms)
2026-02-11T14:33:45:  GET /api/claude-usage 200 in 425ms (compile: 18ms, render: 407ms)
2026-02-11T14:33:45:  GET /api/dev-server 200 in 708ms (compile: 11ms, render: 697ms)
2026-02-11T14:33:55:  GET /api/dev-server 200 in 660ms (compile: 10ms, render: 650ms)
2026-02-11T14:34:05:  GET /api/dev-server 200 in 680ms (compile: 8ms, render: 672ms)
2026-02-11T14:34:15:  GET /api/dev-server 200 in 703ms (compile: 6ms, render: 697ms)
2026-02-11T14:34:25:  GET /api/dev-server 200 in 693ms (compile: 14ms, render: 680ms)
2026-02-11T14:34:29:  POST /api/claude-chat/messages 200 in 36ms (compile: 20ms, render: 16ms)
2026-02-11T14:34:29:  POST /api/claude-chat 200 in 70s (compile: 7ms, render: 70s)
2026-02-11T14:34:29:  POST /api/claude-chat/messages 200 in 16ms (compile: 10ms, render: 5ms)
2026-02-11T14:34:29:  POST /api/claude-chat/history 200 in 48ms (compile: 15ms, render: 33ms)
2026-02-11T14:34:29:  POST /api/claude-chat/history 200 in 38ms (compile: 11ms, render: 27ms)
2026-02-11T14:34:35:  GET /api/dev-server 200 in 710ms (compile: 11ms, render: 700ms)
2026-02-11T14:34:45:  GET /api/claude-usage 200 in 395ms (compile: 14ms, render: 381ms)
2026-02-11T14:34:45:  GET /api/dev-server 200 in 709ms (compile: 9ms, render: 700ms)
2026-02-11T14:34:50:  POST /api/claude-chat 200 in 20.5s (compile: 7ms, render: 20.4s)
2026-02-11T14:34:50:  POST /api/claude-chat/messages 200 in 13ms (compile: 10ms, render: 3ms)
2026-02-11T14:34:50:  POST /api/claude-chat/history 200 in 17ms (compile: 6ms, render: 11ms)
2026-02-11T14:34:55:  GET /api/dev-server 200 in 654ms (compile: 7ms, render: 647ms)
2026-02-11T14:35:05:  GET /api/dev-server 200 in 661ms (compile: 9ms, render: 652ms)
2026-02-11T14:35:15:  GET /api/dev-server 200 in 689ms (compile: 11ms, render: 678ms)
2026-02-11T14:35:19:  POST /api/claude-chat/history 200 in 16ms (compile: 7ms, render: 9ms)
2026-02-11T14:35:19:  POST /api/claude-chat/messages 200 in 7ms (compile: 3ms, render: 4ms)
2026-02-11T14:35:26:  GET /api/dev-server 200 in 764ms (compile: 11ms, render: 754ms)
2026-02-11T14:35:35:  GET /api/dev-server 200 in 691ms (compile: 7ms, render: 683ms)
2026-02-11T14:35:41:  POST /api/claude-chat 200 in 21.4s (compile: 7ms, render: 21.4s)
2026-02-11T14:35:41:  POST /api/claude-chat/messages 200 in 17ms (compile: 4ms, render: 13ms)
2026-02-11T14:35:41:  POST /api/claude-chat/history 200 in 28ms (compile: 7ms, render: 20ms)
2026-02-11T14:35:41:  POST /api/claude-chat/messages 200 in 12ms (compile: 7ms, render: 5ms)
2026-02-11T14:35:41:  POST /api/claude-chat/history 200 in 13ms (compile: 3ms, render: 9ms)
2026-02-11T14:35:42:  GET /api/claude-chat/history?projectId=classpost 200 in 10ms (compile: 4ms, render: 6ms)
2026-02-11T14:35:42:  GET /api/claude-chat/history?projectId=classpost 200 in 12ms (compile: 5ms, render: 7ms)
2026-02-11T14:35:42:  GET /api/claude-chat/skills?projectId=classpost 200 in 38ms (compile: 15ms, render: 23ms)
2026-02-11T14:35:42:  GET /api/claude-chat/skills?projectId=classpost 200 in 9ms (compile: 3ms, render: 6ms)
2026-02-11T14:35:45:  GET /api/claude-usage 200 in 524ms (compile: 10ms, render: 513ms)
2026-02-11T14:35:46:  GET /api/dev-server 200 in 871ms (compile: 5ms, render: 866ms)
2026-02-11T14:35:55:  GET /api/dev-server 200 in 660ms (compile: 4ms, render: 655ms)
2026-02-11T14:36:05:  GET /api/dev-server 200 in 665ms (compile: 7ms, render: 657ms)
2026-02-11T14:36:15:  GET /api/dev-server 200 in 651ms (compile: 7ms, render: 645ms)
2026-02-11T14:36:25:  GET /api/dev-server 200 in 683ms (compile: 11ms, render: 672ms)
2026-02-11T14:36:35:  GET /api/dev-server 200 in 661ms (compile: 7ms, render: 654ms)
2026-02-11T14:36:45:  POST /api/claude-chat 200 in 19.2s (compile: 6ms, render: 19.2s)
2026-02-11T14:36:45:  POST /api/claude-chat/messages 200 in 18ms (compile: 5ms, render: 13ms)
2026-02-11T14:36:45:  POST /api/claude-chat/history 200 in 26ms (compile: 4ms, render: 22ms)
2026-02-11T14:36:45:  POST /api/claude-chat/messages 200 in 14ms (compile: 6ms, render: 9ms)
2026-02-11T14:36:45:  POST /api/claude-chat/history 200 in 22ms (compile: 9ms, render: 13ms)
2026-02-11T14:36:45:  GET /api/claude-usage 200 in 447ms (compile: 5ms, render: 442ms)
2026-02-11T14:36:45:  GET /api/dev-server 200 in 744ms (compile: 8ms, render: 736ms)
2026-02-11T14:36:55:  GET /api/dev-server 200 in 652ms (compile: 9ms, render: 643ms)
2026-02-11T14:37:05:  GET /api/dev-server 200 in 674ms (compile: 11ms, render: 664ms)
2026-02-11T14:37:15:  GET /api/dev-server 200 in 652ms (compile: 8ms, render: 644ms)
2026-02-11T14:37:25:  GET /api/dev-server 200 in 658ms (compile: 8ms, render: 650ms)
2026-02-11T14:37:35:  GET /api/dev-server 200 in 668ms (compile: 8ms, render: 660ms)
2026-02-11T14:37:45:  GET /api/claude-usage 200 in 403ms (compile: 17ms, render: 386ms)
2026-02-11T14:37:45:  GET /api/dev-server 200 in 709ms (compile: 12ms, render: 697ms)
2026-02-11T14:37:50:  POST /api/claude-chat 200 in 12.9s (compile: 7ms, render: 12.9s)
2026-02-11T14:37:51:  POST /api/claude-chat/messages 200 in 20ms (compile: 5ms, render: 15ms)
2026-02-11T14:37:51:  POST /api/claude-chat/history 200 in 33ms (compile: 5ms, render: 27ms)
2026-02-11T14:37:51:  POST /api/claude-chat/messages 200 in 19ms (compile: 8ms, render: 11ms)
2026-02-11T14:37:51:  POST /api/claude-chat/history 200 in 27ms (compile: 10ms, render: 18ms)
2026-02-11T14:37:55:  GET /api/dev-server 200 in 664ms (compile: 7ms, render: 658ms)
2026-02-11T14:38:05:  GET /api/dev-server 200 in 666ms (compile: 8ms, render: 657ms)
2026-02-11T14:38:15:  GET /api/dev-server 200 in 649ms (compile: 8ms, render: 641ms)
2026-02-11T14:38:25:  GET /api/dev-server 200 in 657ms (compile: 13ms, render: 644ms)
2026-02-11T14:38:35:  GET /api/dev-server 200 in 675ms (compile: 9ms, render: 666ms)
2026-02-11T14:38:45:  GET /api/claude-usage 200 in 389ms (compile: 17ms, render: 372ms)
2026-02-11T14:38:45:  GET /api/dev-server 200 in 699ms (compile: 9ms, render: 690ms)
2026-02-11T14:38:55:  GET /api/dev-server 200 in 658ms (compile: 8ms, render: 650ms)
2026-02-11T14:39:05:  GET /api/dev-server 200 in 662ms (compile: 8ms, render: 654ms)
2026-02-11T14:39:15:  GET /api/dev-server 200 in 661ms (compile: 7ms, render: 654ms)
2026-02-11T14:39:22:  POST /api/claude-chat 200 in 11.4s (compile: 5ms, render: 11.4s)
2026-02-11T14:39:22:  POST /api/claude-chat/messages 200 in 64ms (compile: 16ms, render: 48ms)
2026-02-11T14:39:22:  POST /api/claude-chat/messages 200 in 38ms (compile: 17ms, render: 20ms)
2026-02-11T14:39:22:  POST /api/claude-chat/history 200 in 69ms (compile: 11ms, render: 57ms)
2026-02-11T14:39:22:  POST /api/claude-chat/history 200 in 76ms (compile: 25ms, render: 51ms)
2026-02-11T14:39:25:  GET /api/dev-server 200 in 680ms (compile: 8ms, render: 672ms)
2026-02-11T14:39:30:  POST /api/claude-chat 200 in 7.1s (compile: 7ms, render: 7.1s)
2026-02-11T14:39:30:  POST /api/claude-chat/messages 200 in 13ms (compile: 9ms, render: 3ms)
2026-02-11T14:39:30:  POST /api/claude-chat/history 200 in 15ms (compile: 5ms, render: 9ms)
2026-02-11T14:39:35:  GET /api/dev-server 200 in 666ms (compile: 8ms, render: 658ms)
